Cliente,Fecha,Importe,Estado,Nombre,Sexo,Zona
9934,2020-01-26 00:02:00,26838,Completado,Juan_234,M,Buenos Aires
9934,2020-01-05 00:05:00,78239,Completado,Juan_234,M,Buenos Aires
9934,2020-01-17 00:09:00,84349,Completado,Juan_234,M,Buenos Aires
9934,2020-01-18 00:09:00,26570,Completado,Juan_234,M,Buenos Aires
10439,2020-01-26 00:02:00,64346,Completado,Pedro_360,M,Capital Federal
10439,2020-01-08 00:03:00,25871,Completado,Pedro_360,M,Capital Federal
10439,2020-01-12 00:03:00,29899,Completado,Pedro_360,M,Capital Federal
10439,2020-01-16 00:07:00,27246,Completado,Pedro_360,M,Capital Federal
10439,2020-01-14 00:09:00,15747,Completado,Pedro_360,M,Capital Federal
10439,2020-01-11 00:11:00,48073,Completado,Pedro_360,M,Capital Federal
10376,2020-01-26 00:02:00,82295,Completado,Romina_344,F,Cordoba
10376,2020-01-06 00:03:00,95780,Completado,Romina_344,F,Cordoba
10376,2020-01-25 00:06:00,6832,Completado,Romina_344,F,Cordoba
10376,2020-01-11 00:07:00,54402,Completado,Romina_344,F,Cordoba
10376,2020-01-19 00:08:00,87626,Completado,Romina_344,F,Cordoba
10376,2020-01-06 00:10:00,16846,Completado,Romina_344,F,Cordoba
10376,2020-01-28 00:10:00,38175,Completado,Romina_344,F,Cordoba
9671,2020-01-26 00:02:00,90559,Completado,Pedro_168,M,Capital Federal
9671,2020-01-27 00:03:00,33124,Completado,Pedro_168,M,Capital Federal
9671,2020-01-06 00:04:00,54606,Completado,Pedro_168,M,Capital Federal
9671,2020-01-21 00:06:00,57704,Completado,Pedro_168,M,Capital Federal
9671,2020-01-23 00:08:00,6199,Completado,Pedro_168,M,Capital Federal
9671,2020-01-27 00:10:00,89366,Completado,Pedro_168,M,Capital Federal
9966,2020-01-26 00:02:00,98875,Completado,Juan_242,M,Capital Federal
9966,2020-01-15 00:03:00,96909,Completado,Juan_242,M,Capital Federal
9966,2020-01-11 00:05:00,35136,Completado,Juan_242,M,Capital Federal
9966,2020-01-20 00:08:00,49047,Completado,Juan_242,M,Capital Federal
9127,2020-01-26 00:02:00,25226,Completado,Pedro_32,M,Capital Federal
9127,2020-01-19 00:03:00,18206,Completado,Pedro_32,M,Capital Federal
9127,2020-01-08 00:06:00,17470,Completado,Pedro_32,M,Capital Federal
9127,2020-01-07 00:07:00,43184,Completado,Pedro_32,M,Capital Federal
9127,2020-01-28 00:09:00,7505,Completado,Pedro_32,M,Capital Federal
9127,2020-01-01 00:11:00,47757,Completado,Pedro_32,M,Capital Federal
9127,2020-01-16 00:11:00,92920,Completado,Pedro_32,M,Capital Federal
9127,2020-01-27 00:11:00,44812,Completado,Pedro_32,M,Capital Federal
10608,2020-01-26 00:02:00,67398,Completado,Romina_402,F,Capital Federal
10608,2020-01-08 00:04:00,29580,Completado,Romina_402,F,Capital Federal
10608,2020-01-28 00:05:00,10636,Completado,Romina_402,F,Capital Federal
10482,2020-01-26 00:02:00,43412,Completado,Juan_371,M,Buenos Aires
10482,2020-01-14 00:08:00,52972,Completado,Juan_371,M,Buenos Aires
10565,2020-01-26 00:02:00,87982,Completado,Ana_392,F,Buenos Aires
10565,2020-01-17 00:09:00,69436,Completado,Ana_392,F,Buenos Aires
10565,2020-01-21 00:09:00,50517,Completado,Ana_392,F,Buenos Aires
9372,2020-01-27 00:02:00,14765,Completado,Romina_93,F,Capital Federal
9372,2020-01-08 00:04:00,7176,Completado,Romina_93,F,Capital Federal
9372,2020-01-08 00:04:00,19995,Completado,Romina_93,F,Capital Federal
9372,2020-01-15 00:04:00,42587,Completado,Romina_93,F,Capital Federal
9372,2020-01-08 00:08:00,29473,Completado,Romina_93,F,Capital Federal
9372,2020-01-24 00:08:00,2439,Completado,Romina_93,F,Capital Federal
9372,2020-01-26 00:09:00,56891,Completado,Romina_93,F,Capital Federal
10641,2020-01-27 00:02:00,31396,Completado,Ana_411,F,Capital Federal
10641,2020-01-05 00:06:00,51755,Completado,Ana_411,F,Capital Federal
10641,2020-01-12 00:06:00,60266,Completado,Ana_411,F,Capital Federal
10641,2020-01-20 00:08:00,53027,Completado,Ana_411,F,Capital Federal
10641,2020-01-04 00:11:00,58397,Completado,Ana_411,F,Capital Federal
10435,2020-01-27 00:02:00,10167,Completado,Pedro_359,M,Capital Federal
10435,2020-01-09 00:04:00,48250,Completado,Pedro_359,M,Capital Federal
10435,2020-01-02 00:05:00,23272,Completado,Pedro_359,M,Capital Federal
10435,2020-01-30 00:09:00,65015,Completado,Pedro_359,M,Capital Federal
9552,2020-01-27 00:02:00,86047,Completado,Romina_138,F,Capital Federal
9552,2020-01-29 00:04:00,18845,Completado,Romina_138,F,Capital Federal
9552,2020-01-18 00:06:00,51241,Completado,Romina_138,F,Capital Federal
9552,2020-01-23 00:08:00,92321,Completado,Romina_138,F,Capital Federal
9730,2020-01-27 00:02:00,12720,Completado,Juan_183,M,Buenos Aires
9730,2020-01-21 00:07:00,83214,Completado,Juan_183,M,Buenos Aires
9730,2020-01-22 00:11:00,98437,Completado,Juan_183,M,Buenos Aires
9730,2020-01-28 00:11:00,40847,Completado,Juan_183,M,Buenos Aires
9730,2020-01-02 00:12:00,72275,Completado,Juan_183,M,Buenos Aires
9312,2020-01-27 00:02:00,24185,Completado,Romina_78,F,Cordoba
9312,2020-01-22 00:03:00,83196,Completado,Romina_78,F,Cordoba
9312,2020-01-21 00:06:00,98391,Completado,Romina_78,F,Cordoba
9312,2020-01-12 00:07:00,34229,Completado,Romina_78,F,Cordoba
10308,2020-01-27 00:02:00,53079,Completado,Romina_327,F,Buenos Aires
10308,2020-01-21 00:06:00,78954,Completado,Romina_327,F,Buenos Aires
10308,2020-01-18 00:09:00,87191,Completado,Romina_327,F,Buenos Aires
10308,2020-01-30 00:09:00,97603,Completado,Romina_327,F,Buenos Aires
9363,2020-01-27 00:02:00,13505,Completado,Pedro_91,M,Cordoba
9363,2020-01-28 00:04:00,1441,Completado,Pedro_91,M,Cordoba
9520,2020-01-27 00:02:00,93675,Completado,Romina_130,F,Capital Federal
9520,2020-01-07 00:05:00,11080,Completado,Romina_130,F,Capital Federal
9520,2020-01-27 00:09:00,65526,Completado,Romina_130,F,Capital Federal
9554,2020-01-27 00:02:00,89022,Completado,Juan_139,M,Buenos Aires
9657,2020-01-28 00:02:00,59840,Completado,Ana_165,F,Capital Federal
9657,2020-01-31 00:07:00,44495,Completado,Ana_165,F,Capital Federal
9657,2020-01-18 00:08:00,55991,Completado,Ana_165,F,Capital Federal
10258,2020-01-28 00:02:00,38823,Completado,Juan_315,M,Capital Federal
10258,2020-01-04 00:03:00,73313,Completado,Juan_315,M,Capital Federal
10258,2020-01-07 00:10:00,41817,Completado,Juan_315,M,Capital Federal
10258,2020-01-08 00:10:00,60010,Completado,Juan_315,M,Capital Federal
10258,2020-01-01 00:11:00,84519,Completado,Juan_315,M,Capital Federal
9659,2020-01-28 00:02:00,91116,Completado,Pedro_165,M,Capital Federal
9659,2020-01-12 00:07:00,78443,Completado,Pedro_165,M,Capital Federal
9659,2020-01-29 00:07:00,85618,Completado,Pedro_165,M,Capital Federal
9659,2020-01-01 00:10:00,25804,Completado,Pedro_165,M,Capital Federal
10088,2020-01-28 00:02:00,5621,Completado,Romina_272,F,Capital Federal
10088,2020-01-04 00:05:00,77725,Completado,Romina_272,F,Capital Federal
10088,2020-01-10 00:07:00,14348,Completado,Romina_272,F,Capital Federal
10088,2020-01-28 00:08:00,31034,Completado,Romina_272,F,Capital Federal
10088,2020-01-20 00:11:00,80576,Completado,Romina_272,F,Capital Federal
9778,2020-01-28 00:02:00,75631,Completado,Juan_195,M,Capital Federal
9778,2020-01-17 00:03:00,13128,Completado,Juan_195,M,Capital Federal
9778,2020-01-13 00:10:00,49646,Completado,Juan_195,M,Capital Federal
9778,2020-01-25 00:11:00,80725,Completado,Juan_195,M,Capital Federal
9712,2020-01-28 00:02:00,82849,Completado,Romina_178,F,Buenos Aires
9712,2020-01-11 00:03:00,56587,Completado,Romina_178,F,Buenos Aires
9712,2020-01-12 00:07:00,1188,Completado,Romina_178,F,Buenos Aires
9712,2020-01-23 00:09:00,12203,Completado,Romina_178,F,Buenos Aires
10240,2020-01-28 00:02:00,49044,Completado,Romina_310,F,Capital Federal
10240,2020-01-29 00:03:00,64255,Completado,Romina_310,F,Capital Federal
10240,2020-01-31 00:05:00,29656,Completado,Romina_310,F,Capital Federal
10240,2020-01-23 00:07:00,85733,Completado,Romina_310,F,Capital Federal
10240,2020-01-11 00:10:00,28545,Completado,Romina_310,F,Capital Federal
10161,2020-01-28 00:02:00,41139,Completado,Ana_291,F,Capital Federal
10161,2020-01-25 00:03:00,73313,Completado,Ana_291,F,Capital Federal
10161,2020-01-20 00:09:00,64242,Completado,Ana_291,F,Capital Federal
9932,2020-01-28 00:02:00,20628,Completado,Romina_233,F,Buenos Aires
9932,2020-01-29 00:04:00,81428,Completado,Romina_233,F,Buenos Aires
9932,2020-01-11 00:06:00,72412,Completado,Romina_233,F,Buenos Aires
9932,2020-01-24 00:07:00,19119,Completado,Romina_233,F,Buenos Aires
10050,2020-01-28 00:02:00,76611,Completado,Juan_263,M,Buenos Aires
10050,2020-01-29 00:02:00,23482,Completado,Juan_263,M,Buenos Aires
10050,2020-01-15 00:07:00,37253,Completado,Juan_263,M,Buenos Aires
10050,2020-01-05 00:09:00,31999,Completado,Juan_263,M,Buenos Aires
9154,2020-01-29 00:02:00,23777,Completado,Juan_39,M,Capital Federal
9154,2020-01-20 00:10:00,79243,Completado,Juan_39,M,Capital Federal
9154,2020-01-01 00:11:00,67349,Completado,Juan_39,M,Capital Federal
9154,2020-01-09 00:11:00,61769,Completado,Juan_39,M,Capital Federal
9237,2020-01-29 00:02:00,63780,Completado,Ana_60,F,Capital Federal
9237,2020-01-23 00:03:00,14488,Completado,Ana_60,F,Capital Federal
9237,2020-01-14 00:05:00,70672,Completado,Ana_60,F,Capital Federal
9139,2020-01-29 00:02:00,47736,Completado,Pedro_35,M,Buenos Aires
9346,2020-01-29 00:02:00,5630,Completado,Juan_87,M,Buenos Aires
9346,2020-01-22 00:04:00,39219,Completado,Juan_87,M,Buenos Aires
9346,2020-01-24 00:05:00,46050,Completado,Juan_87,M,Buenos Aires
9346,2020-01-05 00:07:00,96383,Completado,Juan_87,M,Buenos Aires
9346,2020-01-25 00:07:00,22253,Completado,Juan_87,M,Buenos Aires
9346,2020-01-25 00:08:00,53587,Completado,Juan_87,M,Buenos Aires
9346,2020-01-23 00:09:00,97408,Completado,Juan_87,M,Buenos Aires
10204,2020-01-29 00:02:00,60521,Completado,Romina_301,F,Capital Federal
10204,2020-01-23 00:05:00,28241,Completado,Romina_301,F,Capital Federal
10204,2020-01-20 00:09:00,35355,Completado,Romina_301,F,Capital Federal
9218,2020-01-29 00:02:00,77503,Completado,Juan_55,M,Capital Federal
9218,2020-01-08 00:05:00,95960,Completado,Juan_55,M,Capital Federal
9218,2020-01-31 00:08:00,2238,Completado,Juan_55,M,Capital Federal
9218,2020-01-08 00:09:00,97448,Completado,Juan_55,M,Capital Federal
9218,2020-01-08 00:12:00,75476,En Viaje,Juan_55,M,Capital Federal
10293,2020-01-29 00:02:00,67538,Completado,Ana_324,F,Capital Federal
10293,2020-01-21 00:05:00,87449,Completado,Ana_324,F,Capital Federal
10293,2020-01-02 00:07:00,66071,Completado,Ana_324,F,Capital Federal
10293,2020-01-01 00:11:00,21145,Completado,Ana_324,F,Capital Federal
10293,2020-01-03 00:11:00,97804,Completado,Ana_324,F,Capital Federal
9795,2020-01-29 00:02:00,69780,Completado,Pedro_199,M,Buenos Aires
9795,2020-01-23 00:03:00,27075,Completado,Pedro_199,M,Buenos Aires
9795,2020-01-22 00:04:00,61257,Completado,Pedro_199,M,Buenos Aires
9795,2020-01-31 00:10:00,3829,Completado,Pedro_199,M,Buenos Aires
9753,2020-01-29 00:02:00,33417,Completado,Ana_189,F,Capital Federal
9753,2020-01-17 00:04:00,10693,Completado,Ana_189,F,Capital Federal
9753,2020-01-07 00:06:00,66521,Completado,Ana_189,F,Capital Federal
9753,2020-01-21 00:10:00,87513,Completado,Ana_189,F,Capital Federal
9843,2020-01-01 00:03:00,19003,Completado,Pedro_211,M,Capital Federal
9843,2020-01-11 00:04:00,49214,Completado,Pedro_211,M,Capital Federal
9843,2020-01-10 00:09:00,2770,Completado,Pedro_211,M,Capital Federal
9019,2020-01-01 00:03:00,31527,Completado,Pedro_5,M,Cordoba
9019,2020-01-05 00:11:00,72318,Completado,Pedro_5,M,Cordoba
9653,2020-01-01 00:03:00,6187,Completado,Ana_164,F,Buenos Aires
9653,2020-01-14 00:03:00,65213,Completado,Ana_164,F,Buenos Aires
9653,2020-01-01 00:08:00,51010,Completado,Ana_164,F,Buenos Aires
9653,2020-01-10 00:08:00,53550,Completado,Ana_164,F,Buenos Aires
9653,2020-01-15 00:09:00,29747,Completado,Ana_164,F,Buenos Aires
9653,2020-01-26 00:09:00,59797,Completado,Ana_164,F,Buenos Aires
9653,2020-01-12 00:10:00,23202,Completado,Ana_164,F,Buenos Aires
10451,2020-01-01 00:03:00,96882,Completado,Pedro_363,M,Buenos Aires
10451,2020-01-13 00:06:00,36742,Completado,Pedro_363,M,Buenos Aires
10451,2020-01-21 00:07:00,26945,Completado,Pedro_363,M,Buenos Aires
9886,2020-01-01 00:03:00,3905,Completado,Juan_222,M,Capital Federal
9886,2020-01-25 00:03:00,96833,Completado,Juan_222,M,Capital Federal
9886,2020-01-21 00:05:00,13709,Completado,Juan_222,M,Capital Federal
10597,2020-01-01 00:03:00,5372,Completado,Ana_400,F,Capital Federal
10597,2020-01-29 00:03:00,81239,Completado,Ana_400,F,Capital Federal
10597,2020-01-17 00:07:00,35172,Completado,Ana_400,F,Capital Federal
10597,2020-01-12 00:10:00,63354,Completado,Ana_400,F,Capital Federal
10597,2020-01-13 00:10:00,75729,Completado,Ana_400,F,Capital Federal
10597,2020-01-28 00:11:00,40235,Completado,Ana_400,F,Capital Federal
9258,2020-01-01 00:03:00,30879,Completado,Juan_65,M,Capital Federal
9258,2020-01-01 00:04:00,78355,Completado,Juan_65,M,Capital Federal
9258,2020-01-01 00:08:00,42809,Completado,Juan_65,M,Capital Federal
9258,2020-01-05 00:09:00,3540,Completado,Juan_65,M,Capital Federal
9258,2020-01-30 00:11:00,91079,Completado,Juan_65,M,Capital Federal
9711,2020-01-01 00:03:00,89759,Completado,Pedro_178,M,Capital Federal
9711,2020-01-12 00:05:00,46890,Completado,Pedro_178,M,Capital Federal
9711,2020-01-05 00:08:00,11126,Completado,Pedro_178,M,Capital Federal
9711,2020-01-24 00:11:00,58997,Completado,Pedro_178,M,Capital Federal
10284,2020-01-01 00:03:00,38970,Completado,Romina_321,F,Capital Federal
10284,2020-01-05 00:07:00,21751,Completado,Romina_321,F,Capital Federal
9026,2020-01-01 00:03:00,62210,Completado,Juan_7,M,Buenos Aires
9026,2020-01-18 00:07:00,30815,Completado,Juan_7,M,Buenos Aires
9529,2020-01-01 00:03:00,22651,Completado,Ana_133,F,Capital Federal
9529,2020-01-04 00:05:00,69908,Completado,Ana_133,F,Capital Federal
9529,2020-01-20 00:05:00,52011,Completado,Ana_133,F,Capital Federal
9529,2020-01-03 00:08:00,35729,Completado,Ana_133,F,Capital Federal
9529,2020-01-18 00:11:00,71356,Completado,Ana_133,F,Capital Federal
9562,2020-01-01 00:03:00,50279,Completado,Juan_141,M,Buenos Aires
9562,2020-01-10 00:03:00,94131,Completado,Juan_141,M,Buenos Aires
9709,2020-01-01 00:03:00,54551,Completado,Ana_178,F,Capital Federal
9709,2020-01-05 00:04:00,1763,Completado,Ana_178,F,Capital Federal
9755,2020-01-01 00:03:00,85897,Completado,Pedro_189,M,Cordoba
9755,2020-01-23 00:03:00,65423,Completado,Pedro_189,M,Cordoba
9755,2020-01-15 00:04:00,83482,Completado,Pedro_189,M,Cordoba
9755,2020-01-24 00:06:00,36745,Completado,Pedro_189,M,Cordoba
9755,2020-01-29 00:06:00,22387,Completado,Pedro_189,M,Cordoba
9755,2020-01-24 00:08:00,79450,Completado,Pedro_189,M,Cordoba
9755,2020-01-20 00:09:00,12942,Completado,Pedro_189,M,Cordoba
9755,2020-01-14 00:10:00,3695,Completado,Pedro_189,M,Cordoba
9755,2020-01-30 00:11:00,68183,Completado,Pedro_189,M,Cordoba
10588,2020-01-02 00:03:00,63536,Completado,Romina_397,F,Cordoba
10588,2020-01-06 00:03:00,3786,Completado,Romina_397,F,Cordoba
10588,2020-01-26 00:03:00,73593,Completado,Romina_397,F,Cordoba
10588,2020-01-01 00:05:00,28941,Completado,Romina_397,F,Cordoba
10588,2020-01-06 00:10:00,19371,Completado,Romina_397,F,Cordoba
10588,2020-01-16 00:11:00,85867,Completado,Romina_397,F,Cordoba
9080,2020-01-02 00:03:00,68870,Completado,Romina_20,F,Capital Federal
9080,2020-01-02 00:04:00,60317,Completado,Romina_20,F,Capital Federal
9080,2020-01-22 00:05:00,84318,Completado,Romina_20,F,Capital Federal
9298,2020-01-02 00:03:00,79985,Completado,Juan_75,M,Buenos Aires
9259,2020-01-02 00:03:00,43022,Completado,Pedro_65,M,Capital Federal
9259,2020-01-05 00:03:00,79982,Completado,Pedro_65,M,Capital Federal
9259,2020-01-24 00:06:00,59605,Completado,Pedro_65,M,Capital Federal
9259,2020-01-30 00:08:00,90647,Completado,Pedro_65,M,Capital Federal
9259,2020-01-10 00:09:00,27179,Completado,Pedro_65,M,Capital Federal
9259,2020-01-28 00:10:00,32659,Completado,Pedro_65,M,Capital Federal
9211,2020-01-02 00:03:00,34241,Completado,Pedro_53,M,Capital Federal
9211,2020-01-29 00:10:00,77302,Completado,Pedro_53,M,Capital Federal
9211,2020-01-18 00:11:00,41185,Completado,Pedro_53,M,Capital Federal
10160,2020-01-02 00:03:00,30559,Completado,Romina_290,F,Capital Federal
10160,2020-01-25 00:03:00,12051,Completado,Romina_290,F,Capital Federal
10160,2020-01-22 00:07:00,38662,Completado,Romina_290,F,Capital Federal
10160,2020-01-08 00:12:00,98546,En Viaje,Romina_290,F,Capital Federal
10395,2020-01-02 00:03:00,44976,Completado,Pedro_349,M,Buenos Aires
10395,2020-01-29 00:03:00,802,Completado,Pedro_349,M,Buenos Aires
10395,2020-01-25 00:04:00,91895,Completado,Pedro_349,M,Buenos Aires
10395,2020-01-31 00:07:00,64757,Completado,Pedro_349,M,Buenos Aires
10395,2020-01-15 00:11:00,33423,Completado,Pedro_349,M,Buenos Aires
10614,2020-01-02 00:03:00,51110,Completado,Juan_404,M,Capital Federal
10614,2020-01-14 00:06:00,20671,Completado,Juan_404,M,Capital Federal
10153,2020-01-02 00:03:00,82979,Completado,Ana_289,F,Buenos Aires
10153,2020-01-31 00:03:00,41881,Completado,Ana_289,F,Buenos Aires
10153,2020-01-17 00:05:00,59036,Completado,Ana_289,F,Buenos Aires
10065,2020-01-02 00:03:00,18060,Completado,Ana_267,F,Capital Federal
10065,2020-01-06 00:10:00,25411,Completado,Ana_267,F,Capital Federal
10065,2020-01-23 00:11:00,85268,Completado,Ana_267,F,Capital Federal
9561,2020-01-02 00:03:00,95948,Completado,Ana_141,F,Capital Federal
9561,2020-01-29 00:04:00,61492,Completado,Ana_141,F,Capital Federal
9561,2020-01-16 00:08:00,96045,Completado,Ana_141,F,Capital Federal
9266,2020-01-02 00:03:00,74968,Completado,Juan_67,M,Cordoba
9266,2020-01-15 00:05:00,92293,Completado,Juan_67,M,Cordoba
10557,2020-01-02 00:03:00,67404,Completado,Ana_390,F,Capital Federal
10557,2020-01-31 00:07:00,89625,Completado,Ana_390,F,Capital Federal
10557,2020-01-21 00:10:00,76645,Completado,Ana_390,F,Capital Federal
10557,2020-01-04 00:12:00,1763,Completado,Ana_390,F,Capital Federal
9369,2020-01-03 00:03:00,89521,Completado,Ana_93,F,Buenos Aires
9369,2020-01-03 00:03:00,66661,Completado,Ana_93,F,Buenos Aires
9369,2020-01-30 00:06:00,56462,Completado,Ana_93,F,Buenos Aires
9369,2020-01-14 00:07:00,90547,Completado,Ana_93,F,Buenos Aires
9369,2020-01-25 00:11:00,20312,Completado,Ana_93,F,Buenos Aires
10029,2020-01-03 00:03:00,40065,Completado,Ana_258,F,Capital Federal
10029,2020-01-28 00:04:00,41668,Completado,Ana_258,F,Capital Federal
10337,2020-01-03 00:03:00,95205,Completado,Ana_335,F,Capital Federal
10337,2020-01-21 00:08:00,93906,Completado,Ana_335,F,Capital Federal
10337,2020-01-11 00:10:00,72586,Completado,Ana_335,F,Capital Federal
9469,2020-01-03 00:03:00,99006,Completado,Ana_118,F,Cordoba
9469,2020-01-13 00:03:00,76879,Completado,Ana_118,F,Cordoba
9469,2020-01-26 00:05:00,52954,Completado,Ana_118,F,Cordoba
9469,2020-01-02 00:06:00,66543,Completado,Ana_118,F,Cordoba
10256,2020-01-03 00:03:00,8414,Completado,Romina_314,F,Capital Federal
10256,2020-01-04 00:03:00,55242,Completado,Romina_314,F,Capital Federal
10256,2020-01-04 00:05:00,89628,Completado,Romina_314,F,Capital Federal
10256,2020-01-13 00:06:00,80131,Completado,Romina_314,F,Capital Federal
10256,2020-01-04 00:10:00,79286,Completado,Romina_314,F,Capital Federal
9650,2020-01-03 00:03:00,6303,Completado,Juan_163,M,Buenos Aires
9650,2020-01-23 00:03:00,48511,Completado,Juan_163,M,Buenos Aires
9116,2020-01-04 00:03:00,27915,Completado,Romina_29,F,Capital Federal
9116,2020-01-10 00:04:00,61540,Completado,Romina_29,F,Capital Federal
9116,2020-01-29 00:07:00,60165,Completado,Romina_29,F,Capital Federal
9116,2020-01-14 00:08:00,61607,Completado,Romina_29,F,Capital Federal
9116,2020-01-29 00:09:00,13843,Completado,Romina_29,F,Capital Federal
10327,2020-01-04 00:03:00,67273,Completado,Pedro_332,M,Capital Federal
10327,2020-01-29 00:03:00,92272,Completado,Pedro_332,M,Capital Federal
10327,2020-01-27 00:04:00,96918,Completado,Pedro_332,M,Capital Federal
10327,2020-01-19 00:05:00,16304,Completado,Pedro_332,M,Capital Federal
10327,2020-01-04 00:08:00,96565,Completado,Pedro_332,M,Capital Federal
10327,2020-01-05 00:10:00,50340,Completado,Pedro_332,M,Capital Federal
10327,2020-01-09 00:11:00,21672,Completado,Pedro_332,M,Capital Federal
10327,2020-01-16 00:11:00,65773,Completado,Pedro_332,M,Capital Federal
9840,2020-01-04 00:03:00,80631,Completado,Romina_210,F,Capital Federal
9840,2020-01-08 00:04:00,71572,Completado,Romina_210,F,Capital Federal
9840,2020-01-18 00:04:00,88791,Completado,Romina_210,F,Capital Federal
9840,2020-01-02 00:07:00,26899,Completado,Romina_210,F,Capital Federal
9840,2020-01-21 00:11:00,15668,Completado,Romina_210,F,Capital Federal
9840,2020-01-25 00:11:00,34436,Completado,Romina_210,F,Capital Federal
9785,2020-01-04 00:03:00,66780,Completado,Ana_197,F,Capital Federal
9785,2020-01-04 00:05:00,72348,Completado,Ana_197,F,Capital Federal
9785,2020-01-17 00:06:00,49318,Completado,Ana_197,F,Capital Federal
9785,2020-01-02 00:08:00,20987,Completado,Ana_197,F,Capital Federal
9424,2020-01-04 00:03:00,70027,Completado,Romina_106,F,Cordoba
9424,2020-01-11 00:04:00,37679,Completado,Romina_106,F,Cordoba
9424,2020-01-29 00:06:00,35358,Completado,Romina_106,F,Cordoba
9424,2020-01-13 00:07:00,41267,Completado,Romina_106,F,Cordoba
10028,2020-01-04 00:03:00,84723,Completado,Romina_257,F,Cordoba
10028,2020-01-07 00:03:00,73647,Completado,Romina_257,F,Cordoba
10028,2020-01-24 00:05:00,44675,Completado,Romina_257,F,Cordoba
10028,2020-01-11 00:07:00,24517,Completado,Romina_257,F,Cordoba
10028,2020-01-23 00:09:00,92126,Completado,Romina_257,F,Cordoba
10028,2020-01-02 00:12:00,71609,Completado,Romina_257,F,Cordoba
9686,2020-01-04 00:03:00,68770,Completado,Juan_172,M,Capital Federal
9686,2020-01-12 00:03:00,7063,Completado,Juan_172,M,Capital Federal
9686,2020-01-24 00:04:00,53861,Completado,Juan_172,M,Capital Federal
9686,2020-01-21 00:10:00,96873,Completado,Juan_172,M,Capital Federal
9585,2020-01-04 00:03:00,30882,Completado,Ana_147,F,Capital Federal
9585,2020-01-07 00:03:00,45009,Completado,Ana_147,F,Capital Federal
9585,2020-01-26 00:08:00,52187,Completado,Ana_147,F,Capital Federal
9675,2020-01-04 00:03:00,59916,Completado,Pedro_169,M,Capital Federal
9675,2020-01-21 00:06:00,5700,Completado,Pedro_169,M,Capital Federal
9660,2020-01-04 00:03:00,48180,Completado,Romina_165,F,Capital Federal
9660,2020-01-03 00:10:00,49293,Completado,Romina_165,F,Capital Federal
9024,2020-01-05 00:03:00,24760,Completado,Romina_6,F,Capital Federal
9024,2020-01-09 00:03:00,14755,Completado,Romina_6,F,Capital Federal
9024,2020-01-22 00:07:00,48956,Completado,Romina_6,F,Capital Federal
9024,2020-01-10 00:11:00,57752,Completado,Romina_6,F,Capital Federal
10291,2020-01-05 00:03:00,68307,Completado,Pedro_323,M,Buenos Aires
10291,2020-01-04 00:08:00,51576,Completado,Pedro_323,M,Buenos Aires
9066,2020-01-05 00:03:00,30164,Completado,Juan_17,M,Capital Federal
9066,2020-01-25 00:07:00,52704,Completado,Juan_17,M,Capital Federal
9066,2020-01-21 00:08:00,14439,Completado,Juan_17,M,Capital Federal
9066,2020-01-06 00:12:00,92893,Completado,Juan_17,M,Capital Federal
9081,2020-01-05 00:03:00,70523,Completado,Ana_21,F,Capital Federal
9081,2020-01-10 00:05:00,53888,Completado,Ana_21,F,Capital Federal
9081,2020-01-27 00:06:00,36441,Completado,Ana_21,F,Capital Federal
9081,2020-01-23 00:09:00,46047,Completado,Ana_21,F,Capital Federal
9081,2020-01-18 00:11:00,76142,Completado,Ana_21,F,Capital Federal
9434,2020-01-05 00:03:00,52896,Completado,Juan_109,M,Capital Federal
9434,2020-01-04 00:04:00,62910,Completado,Juan_109,M,Capital Federal
10561,2020-01-06 00:03:00,76033,Completado,Ana_391,F,Buenos Aires
10561,2020-01-27 00:05:00,26613,Completado,Ana_391,F,Buenos Aires
9323,2020-01-06 00:03:00,95814,Completado,Pedro_81,M,Capital Federal
9323,2020-01-31 00:03:00,51013,Completado,Pedro_81,M,Capital Federal
9323,2020-01-06 00:05:00,66622,Completado,Pedro_81,M,Capital Federal
10456,2020-01-06 00:03:00,41690,Completado,Romina_364,F,Buenos Aires
10456,2020-01-23 00:04:00,46686,Completado,Romina_364,F,Buenos Aires
10456,2020-01-20 00:05:00,10438,Completado,Romina_364,F,Buenos Aires
10456,2020-01-24 00:11:00,5369,Completado,Romina_364,F,Buenos Aires
10456,2020-01-26 00:11:00,27203,Completado,Romina_364,F,Buenos Aires
9608,2020-01-06 00:03:00,88584,Completado,Romina_152,F,Buenos Aires
9608,2020-01-08 00:04:00,31171,Completado,Romina_152,F,Buenos Aires
9608,2020-01-14 00:10:00,5630,Completado,Romina_152,F,Buenos Aires
9608,2020-01-17 00:10:00,72616,Completado,Romina_152,F,Buenos Aires
10080,2020-01-06 00:03:00,52154,Completado,Romina_270,F,Buenos Aires
10080,2020-01-31 00:05:00,90848,Completado,Romina_270,F,Buenos Aires
10080,2020-01-17 00:09:00,5618,Completado,Romina_270,F,Buenos Aires
10080,2020-01-26 00:11:00,95662,Completado,Romina_270,F,Buenos Aires
9809,2020-01-06 00:03:00,11868,Completado,Ana_203,F,Buenos Aires
9809,2020-01-09 00:06:00,34052,Completado,Ana_203,F,Buenos Aires
9809,2020-01-12 00:06:00,18869,Completado,Ana_203,F,Buenos Aires
9809,2020-01-20 00:06:00,55388,Completado,Ana_203,F,Buenos Aires
